prompt_profile,model,project,run,n,TP,FP,FN,TN,precision,recall,F1,specificity,accuracy,balanced_accuracy,FPR,FNR,NPV,MCC
few_shot,GPT-5-Mini,Zooniverse,3,300,4,2,20,274,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.9927536231884058,0.9266666666666666,0.5797101449275363,0.007246376811594203,0.8333333333333334,0.9319727891156463,0.3089260033721654
few_shot,GPT-5-Mini,Zooniverse,4,300,9,2,15,274,0.8181818181818182,0.375,0.5142857142857142,0.9927536231884058,0.9433333333333334,0.6838768115942029,0.007246376811594203,0.625,0.9480968858131488,0.5308500445194151
few_shot,GPT-5-Mini,Zooniverse,5,300,6,1,18,275,0.8571428571428571,0.25,0.3870967741935484,0.9963768115942029,0.9366666666666666,0.6231884057971014,0.0036231884057971015,0.75,0.9385665529010239,0.4427689548761471
one_shot,DeepSeek-V4-Pro,BADCamp,1,345,12,3,13,317,0.8,0.48,0.6,0.990625,0.9536231884057971,0.7353125,0.009375,0.52,0.9606060606060606,0.5982977747516092
one_shot,DeepSeek-V4-Pro,BADCamp,2,345,13,4,12,316,0.7647058823529411,0.52,0.6190476190476191,0.9875,0.9536231884057971,0.75375,0.0125,0.48,0.9634146341463414,0.6078825232916192
one_shot,DeepSeek-V4-Pro,BADCamp,3,345,13,4,12,316,0.7647058823529411,0.52,0.6190476190476191,0.9875,0.9536231884057971,0.75375,0.0125,0.48,0.9634146341463414,0.6078825232916192
one_shot,DeepSeek-V4-Pro,BADCamp,4,345,10,3,15,317,0.7692307692307693,0.4,0.5263157894736842,0.990625,0.9478260869565217,0.6953125,0.009375,0.6,0.9548192771084337,0.5318195646563326
one_shot,DeepSeek-V4-Pro,BADCamp,5,345,12,3,13,317,0.8,0.48,0.6,0.990625,0.9536231884057971,0.7353125,0.009375,0.52,0.9606060606060606,0.5982977747516092
one_shot,DeepSeek-V4-Pro,PlanningPoker,1,265,2,3,14,246,0.4,0.125,0.19047619047619047,0.9879518072289156,0.9358490566037736,0.5564759036144578,0.012048192771084338,0.875,0.9461538461538461,0.19773391844172047
one_shot,DeepSeek-V4-Pro,PlanningPoker,2,265,2,3,14,246,0.4,0.125,0.19047619047619047,0.9879518072289156,0.9358490566037736,0.5564759036144578,0.012048192771084338,0.875,0.9461538461538461,0.19773391844172047
one_shot,DeepSeek-V4-Pro,PlanningPoker,3,265,2,2,14,247,0.5,0.125,0.2,0.9919678714859438,0.939622641509434,0.5584839357429718,0.008032128514056224,0.875,0.946360153256705,0.22849463241524173
one_shot,DeepSeek-V4-Pro,PlanningPoker,4,265,7,3,9,246,0.7,0.4375,0.5384615384615384,0.9879518072289156,0.9547169811320755,0.7127259036144578,0.012048192771084338,0.5625,0.9647058823529412,0.5317897318703605
one_shot,DeepSeek-V4-Pro,PlanningPoker,5,265,2,1,14,248,0.6666666666666666,0.125,0.21052631578947367,0.9959839357429718,0.9433962264150944,0.5604919678714859,0.004016064257028112,0.875,0.9465648854961832,0.2723805549271701
one_shot,DeepSeek-V4-Pro,Zooniverse,1,300,8,2,16,274,0.8,0.3333333333333333,0.47058823529411764,0.9927536231884058,0.94,0.6630434782608695,0.007246376811594203,0.6666666666666666,0.9448275862068966,0.4928271103740542
one_shot,DeepSeek-V4-Pro,Zooniverse,2,300,6,2,18,274,0.75,0.25,0.375,0.9927536231884058,0.9333333333333333,0.6213768115942029,0.007246376811594203,0.75,0.9383561643835616,0.40877983432183085
one_shot,DeepSeek-V4-Pro,Zooniverse,3,300,8,2,16,274,0.8,0.3333333333333333,0.47058823529411764,0.9927536231884058,0.94,0.6630434782608695,0.007246376811594203,0.6666666666666666,0.9448275862068966,0.4928271103740542
one_shot,DeepSeek-V4-Pro,Zooniverse,4,300,8,0,16,276,1.0,0.3333333333333333,0.5,1.0,0.9466666666666667,0.6666666666666666,0.0,0.6666666666666666,0.9452054794520548,0.5613096232478871
one_shot,DeepSeek-V4-Pro,Zooniverse,5,300,9,2,15,274,0.8181818181818182,0.375,0.5142857142857142,0.9927536231884058,0.9433333333333334,0.6838768115942029,0.007246376811594203,0.625,0.9480968858131488,0.5308500445194151
one_shot,Gemini-3.1-Pro-Preview,BADCamp,1,345,14,2,11,318,0.875,0.56,0.6829268292682927,0.99375,0.9623188405797102,0.776875,0.00625,0.44,0.9665653495440729,0.682654240673879
one_shot,Gemini-3.1-Pro-Preview,BADCamp,2,345,12,2,13,318,0.8571428571428571,0.48,0.6153846153846154,0.99375,0.9565217391304348,0.736875,0.00625,0.52,0.9607250755287009,0.6224668128528225
one_shot,Gemini-3.1-Pro-Preview,BADCamp,3,345,13,2,12,318,0.8666666666666667,0.52,0.65,0.99375,0.9594202898550724,0.756875,0.00625,0.48,0.9636363636363636,0.6531218736332307
